image_path,emotion,dataset_name,width,height,file_size,age,gender
./Datasets\FFHQ\focused\68589.png,0,FFHQ,640,640,585182,2,2
./Datasets\FFHQ\focused\68592.png,0,FFHQ,640,640,629982,2,1
./Datasets\FFHQ\focused\68608.png,0,FFHQ,640,640,572170,3,1
./Datasets\FFHQ\focused\68641.png,0,FFHQ,640,640,608226,1,2
./Datasets\FFHQ\focused\68643.png,0,FFHQ,640,640,550106,2,2
./Datasets\FFHQ\focused\68644.png,0,FFHQ,640,640,594583,2,2
./Datasets\FFHQ\focused\68663.png,0,FFHQ,640,640,516781,1,2
./Datasets\FFHQ\focused\68669.png,0,FFHQ,640,640,603149,2,2
./Datasets\FFHQ\focused\68671.png,0,FFHQ,640,640,503248,1,2
./Datasets\FFHQ\focused\68683.png,0,FFHQ,640,640,649528,2,2
./Datasets\FFHQ\focused\68684.png,0,FFHQ,640,640,500985,1,2
./Datasets\FFHQ\focused\68691.png,0,FFHQ,640,640,539924,2,2
./Datasets\FFHQ\focused\68698.png,0,FFHQ,640,640,543786,1,1
./Datasets\FFHQ\focused\68703.png,0,FFHQ,640,640,697088,1,1
./Datasets\FFHQ\focused\68704.png,0,FFHQ,640,640,603285,1,2
./Datasets\FFHQ\focused\68716.png,0,FFHQ,640,640,602828,1,1
./Datasets\FFHQ\focused\68717.png,0,FFHQ,640,640,559591,2,2
./Datasets\FFHQ\focused\68729.png,0,FFHQ,640,640,537290,1,1
./Datasets\FFHQ\focused\68732.png,0,FFHQ,640,640,572811,3,2
./Datasets\FFHQ\focused\68754.png,0,FFHQ,640,640,601015,2,1
./Datasets\FFHQ\focused\68758.png,0,FFHQ,640,640,665104,1,1
./Datasets\FFHQ\focused\68762.png,0,FFHQ,640,640,595275,1,1
./Datasets\FFHQ\focused\68764.png,0,FFHQ,640,640,572335,1,2
./Datasets\FFHQ\focused\68765.png,0,FFHQ,640,640,475788,1,2
./Datasets\FFHQ\focused\68774.png,0,FFHQ,640,640,570319,1,1
./Datasets\FFHQ\focused\68816.png,0,FFHQ,640,640,599801,2,2
./Datasets\FFHQ\focused\68820.png,0,FFHQ,640,640,612385,1,1
./Datasets\FFHQ\focused\68823.png,0,FFHQ,640,640,593867,1,2
./Datasets\FFHQ\focused\68847.png,0,FFHQ,640,640,560319,3,2
./Datasets\FFHQ\focused\68855.png,0,FFHQ,640,640,517954,1,1
./Datasets\FFHQ\focused\68859.png,0,FFHQ,640,640,566922,2,2
./Datasets\FFHQ\focused\68866.png,0,FFHQ,640,640,666265,2,2
./Datasets\FFHQ\focused\68873.png,0,FFHQ,640,640,662763,1,2
./Datasets\FFHQ\focused\68877.png,0,FFHQ,640,640,587240,1,1
./Datasets\FFHQ\focused\68896.png,0,FFHQ,640,640,467346,2,2
./Datasets\FFHQ\focused\68912.png,0,FFHQ,640,640,622153,1,1
./Datasets\FFHQ\focused\68914.png,0,FFHQ,640,640,577478,1,1
./Datasets\FFHQ\focused\68920.png,0,FFHQ,640,640,645201,1,1
./Datasets\FFHQ\focused\68932.png,0,FFHQ,640,640,649428,1,1
./Datasets\FFHQ\focused\68934.png,0,FFHQ,640,640,546466,1,1
./Datasets\FFHQ\focused\68936.png,0,FFHQ,640,640,523273,1,2
./Datasets\FFHQ\focused\68946.png,0,FFHQ,640,640,574778,1,1
./Datasets\FFHQ\focused\68949.png,0,FFHQ,640,640,657806,1,1
./Datasets\FFHQ\focused\68952.png,0,FFHQ,640,640,541489,1,1
./Datasets\FFHQ\focused\68957.png,0,FFHQ,640,640,607584,3,2
./Datasets\FFHQ\focused\68965.png,0,FFHQ,640,640,598164,2,2
./Datasets\FFHQ\focused\68976.png,0,FFHQ,640,640,456210,1,2
./Datasets\FFHQ\focused\68999.png,0,FFHQ,640,640,578605,1,2
./Datasets\FFHQ\focused\69004.png,0,FFHQ,640,640,578756,2,2
./Datasets\FFHQ\focused\69006.png,0,FFHQ,640,640,615377,1,1
./Datasets\FFHQ\focused\69011.png,0,FFHQ,640,640,595618,2,2
./Datasets\FFHQ\focused\69012.png,0,FFHQ,640,640,610625,1,1
./Datasets\FFHQ\focused\69013.png,0,FFHQ,640,640,590632,1,1
./Datasets\FFHQ\focused\69017.png,0,FFHQ,640,640,526905,2,1
./Datasets\FFHQ\focused\69022.png,0,FFHQ,640,640,551254,3,1
./Datasets\FFHQ\focused\69028.png,0,FFHQ,640,640,572959,1,2
./Datasets\FFHQ\focused\69030.png,0,FFHQ,640,640,552432,1,2
./Datasets\FFHQ\focused\69031.png,0,FFHQ,640,640,596594,2,2
./Datasets\FFHQ\focused\69041.png,0,FFHQ,640,640,624642,1,1
./Datasets\FFHQ\focused\69050.png,0,FFHQ,640,640,672564,1,2
./Datasets\FFHQ\focused\69056.png,0,FFHQ,640,640,489876,2,2
./Datasets\FFHQ\focused\69063.png,0,FFHQ,640,640,602253,2,2
./Datasets\FFHQ\focused\69066.png,0,FFHQ,640,640,590288,2,1
./Datasets\FFHQ\focused\69072.png,0,FFHQ,640,640,493973,2,2
./Datasets\FFHQ\focused\69076.png,0,FFHQ,640,640,604722,2,2
./Datasets\FFHQ\focused\69079.png,0,FFHQ,640,640,512714,2,2
./Datasets\FFHQ\focused\69104.png,0,FFHQ,640,640,594008,2,2
./Datasets\FFHQ\focused\69112.png,0,FFHQ,640,640,736129,2,1
./Datasets\FFHQ\focused\69132.png,0,FFHQ,640,640,616515,1,2
./Datasets\FFHQ\focused\69146.png,0,FFHQ,640,640,647499,1,1
./Datasets\FFHQ\focused\69163.png,0,FFHQ,640,640,759999,1,2
./Datasets\FFHQ\focused\69175.png,0,FFHQ,640,640,659950,1,2
./Datasets\FFHQ\focused\69202.png,0,FFHQ,640,640,528149,1,2
./Datasets\FFHQ\focused\69209.png,0,FFHQ,640,640,621006,1,2
./Datasets\FFHQ\focused\69216.png,0,FFHQ,640,640,627177,1,2
./Datasets\FFHQ\focused\69225.png,0,FFHQ,640,640,389538,2,2
./Datasets\FFHQ\focused\69236.png,0,FFHQ,640,640,529241,1,1
./Datasets\FFHQ\focused\69240.png,0,FFHQ,640,640,535698,3,2
./Datasets\FFHQ\focused\69249.png,0,FFHQ,640,640,637249,3,1
./Datasets\FFHQ\focused\69255.png,0,FFHQ,640,640,603172,1,1
./Datasets\FFHQ\focused\69259.png,0,FFHQ,640,640,641471,3,2
./Datasets\FFHQ\focused\69268.png,0,FFHQ,640,640,548125,2,1
./Datasets\FFHQ\focused\69272.png,0,FFHQ,640,640,654233,1,1
./Datasets\FFHQ\focused\69291.png,0,FFHQ,640,640,602781,2,2
./Datasets\FFHQ\focused\69340.png,0,FFHQ,640,640,674821,2,2
./Datasets\FFHQ\focused\69342.png,0,FFHQ,640,640,621151,2,2
./Datasets\FFHQ\focused\69367.png,0,FFHQ,640,640,543081,1,2
./Datasets\FFHQ\focused\69405.png,0,FFHQ,640,640,672658,2,2
./Datasets\FFHQ\focused\69429.png,0,FFHQ,640,640,636042,2,2
./Datasets\FFHQ\focused\69430.png,0,FFHQ,640,640,556318,3,1
./Datasets\FFHQ\focused\69447.png,0,FFHQ,640,640,493155,2,2
./Datasets\FFHQ\focused\69448.png,0,FFHQ,640,640,536588,3,1
./Datasets\FFHQ\focused\69505.png,0,FFHQ,640,640,604661,2,2
./Datasets\FFHQ\focused\69514.png,0,FFHQ,640,640,507378,1,2
./Datasets\FFHQ\focused\69528.png,0,FFHQ,640,640,574550,2,2
./Datasets\FFHQ\focused\69549.png,0,FFHQ,640,640,575522,3,1
./Datasets\FFHQ\focused\69552.png,0,FFHQ,640,640,670299,2,1
./Datasets\FFHQ\focused\69554.png,0,FFHQ,640,640,559945,2,2
./Datasets\FFHQ\focused\69556.png,0,FFHQ,640,640,679027,1,2
./Datasets\FFHQ\focused\69566.png,0,FFHQ,640,640,619660,3,2
./Datasets\FFHQ\focused\69567.png,0,FFHQ,640,640,462221,2,2
./Datasets\FFHQ\focused\69570.png,0,FFHQ,640,640,543700,3,2
./Datasets\FFHQ\focused\69577.png,0,FFHQ,640,640,559120,2,1
./Datasets\FFHQ\focused\69592.png,0,FFHQ,640,640,589179,3,2
./Datasets\FFHQ\focused\69615.png,0,FFHQ,640,640,549422,3,2
./Datasets\FFHQ\focused\69637.png,0,FFHQ,640,640,613144,2,1
./Datasets\FFHQ\focused\69704.png,0,FFHQ,640,640,606705,2,1
./Datasets\FFHQ\focused\69712.png,0,FFHQ,640,640,580199,1,1
./Datasets\FFHQ\focused\69718.png,0,FFHQ,640,640,573714,1,2
./Datasets\FFHQ\focused\69741.png,0,FFHQ,640,640,615462,2,1
./Datasets\FFHQ\focused\69780.png,0,FFHQ,640,640,603278,1,1
./Datasets\FFHQ\focused\69801.png,0,FFHQ,640,640,534907,2,2
./Datasets\FFHQ\focused\69802.png,0,FFHQ,640,640,457191,3,1
./Datasets\FFHQ\focused\69830.png,0,FFHQ,640,640,635612,2,2
./Datasets\FFHQ\focused\69849.png,0,FFHQ,640,640,579904,1,2
./Datasets\FFHQ\focused\69851.png,0,FFHQ,640,640,585675,2,2
./Datasets\FFHQ\focused\69884.png,0,FFHQ,640,640,592217,2,2
./Datasets\FFHQ\focused\69887.png,0,FFHQ,640,640,553595,1,2
./Datasets\FFHQ\focused\69909.png,0,FFHQ,640,640,656647,1,2
./Datasets\FFHQ\focused\69931.png,0,FFHQ,640,640,523551,2,2
./Datasets\FFHQ\focused\69943.png,0,FFHQ,640,640,658571,2,2
./Datasets\FFHQ\focused\69956.png,0,FFHQ,640,640,624447,1,2
./Datasets\FFHQ\focused\69978.png,0,FFHQ,640,640,646417,2,2
./Datasets\FFHQ\happy\69002.png,1,FFHQ,640,640,531402,3,2
./Datasets\FFHQ\happy\69003.png,1,FFHQ,640,640,712779,1,1
./Datasets\FFHQ\happy\69007.png,1,FFHQ,640,640,502247,1,1
./Datasets\FFHQ\happy\69008.png,1,FFHQ,640,640,611897,1,1
./Datasets\FFHQ\happy\69009.png,1,FFHQ,640,640,591362,2,1
./Datasets\FFHQ\happy\69010.png,1,FFHQ,640,640,600884,1,2
./Datasets\FFHQ\happy\69014.png,1,FFHQ,640,640,580370,2,1
./Datasets\FFHQ\happy\69016.png,1,FFHQ,640,640,582760,2,2
./Datasets\FFHQ\happy\69019.png,1,FFHQ,640,640,644882,2,1
./Datasets\FFHQ\happy\69020.png,1,FFHQ,640,640,614928,2,2
./Datasets\FFHQ\happy\69021.png,1,FFHQ,640,640,566469,1,1
./Datasets\FFHQ\happy\69025.png,1,FFHQ,640,640,607453,2,2
./Datasets\FFHQ\happy\69032.png,1,FFHQ,640,640,585370,1,2
./Datasets\FFHQ\happy\69033.png,1,FFHQ,640,640,681034,1,1
./Datasets\FFHQ\happy\69037.png,1,FFHQ,640,640,614161,1,1
./Datasets\FFHQ\happy\69038.png,1,FFHQ,640,640,653180,2,1
./Datasets\FFHQ\happy\69046.png,1,FFHQ,640,640,602736,2,2
./Datasets\FFHQ\surprised\00529.png,3,FFHQ,640,640,572248,3,2
./Datasets\FFHQ\surprised\01276.png,3,FFHQ,640,640,561967,2,2
./Datasets\FFHQ\surprised\01456.png,3,FFHQ,640,640,542724,1,2
./Datasets\FFHQ\surprised\02681.png,3,FFHQ,640,640,716137,2,1
./Datasets\FFHQ\surprised\02781.png,3,FFHQ,640,640,573384,1,1
./Datasets\FFHQ\surprised\04025.png,3,FFHQ,640,640,570423,1,1
./Datasets\FFHQ\surprised\04285.png,3,FFHQ,640,640,639663,2,2
./Datasets\FFHQ\surprised\05340.png,3,FFHQ,640,640,592248,1,2
./Datasets\FFHQ\surprised\05412.png,3,FFHQ,640,640,578164,1,2
./Datasets\FFHQ\surprised\05421.png,3,FFHQ,640,640,594070,2,2
./Datasets\FFHQ\surprised\05440.png,3,FFHQ,640,640,619495,3,2
./Datasets\FFHQ\surprised\05574.png,3,FFHQ,640,640,534390,1,1
./Datasets\FFHQ\surprised\06104.png,3,FFHQ,640,640,521450,1,2
./Datasets\FFHQ\surprised\06109.png,3,FFHQ,640,640,593769,1,1
./Datasets\FFHQ\surprised\06116.png,3,FFHQ,640,640,629956,2,2
./Datasets\FFHQ\surprised\06310.png,3,FFHQ,640,640,619936,3,1
./Datasets\FFHQ\surprised\06334.png,3,FFHQ,640,640,526468,2,2
./Datasets\FFHQ\surprised\07009.png,3,FFHQ,640,640,646044,1,2
./Datasets\FFHQ\surprised\07113.png,3,FFHQ,640,640,601818,3,1
./Datasets\FFHQ\surprised\07439.png,3,FFHQ,640,640,688818,2,2
./Datasets\FFHQ\surprised\08000.png,3,FFHQ,640,640,575985,1,2
./Datasets\FFHQ\surprised\08241.png,3,FFHQ,640,640,598837,1,2
./Datasets\FFHQ\surprised\08490.png,3,FFHQ,640,640,582274,3,2
./Datasets\FFHQ\surprised\09120.png,3,FFHQ,640,640,303572,1,2
./Datasets\FFHQ\surprised\09233.png,3,FFHQ,640,640,326205,1,1
./Datasets\FFHQ\surprised\09888.png,3,FFHQ,640,640,769173,2,1
./Datasets\FFHQ\surprised\10981.png,3,FFHQ,640,640,510979,1,1
./Datasets\FFHQ\surprised\11009.png,3,FFHQ,640,640,654849,1,2
./Datasets\FFHQ\surprised\11240.png,3,FFHQ,640,640,449264,1,1
./Datasets\FFHQ\surprised\11266.png,3,FFHQ,640,640,506940,1,2
./Datasets\FFHQ\surprised\11437.png,3,FFHQ,640,640,495455,2,1
./Datasets\FFHQ\surprised\11982.png,3,FFHQ,640,640,409121,1,1
./Datasets\FFHQ\surprised\12431.png,3,FFHQ,640,640,325395,1,1
./Datasets\FFHQ\surprised\13060.png,3,FFHQ,640,640,562446,3,2
./Datasets\FFHQ\surprised\13079.png,3,FFHQ,640,640,563253,1,2
./Datasets\FFHQ\surprised\13140.png,3,FFHQ,640,640,525232,2,1
./Datasets\FFHQ\surprised\13267.png,3,FFHQ,640,640,619160,1,2
./Datasets\FFHQ\surprised\13455.png,3,FFHQ,640,640,570695,1,1
./Datasets\FFHQ\surprised\13497.png,3,FFHQ,640,640,579455,2,2
./Datasets\FFHQ\surprised\13550.png,3,FFHQ,640,640,601820,2,2
./Datasets\FFHQ\surprised\13612.png,3,FFHQ,640,640,524341,3,2
./Datasets\FFHQ\surprised\13626.png,3,FFHQ,640,640,569493,3,2
./Datasets\FFHQ\surprised\13735.png,3,FFHQ,640,640,572531,2,2
./Datasets\FFHQ\surprised\13740.png,3,FFHQ,640,640,643745,1,1
./Datasets\FFHQ\surprised\13933.png,3,FFHQ,640,640,517261,1,2
./Datasets\FFHQ\surprised\13976.png,3,FFHQ,640,640,601620,2,2
./Datasets\FFHQ\surprised\14214.png,3,FFHQ,640,640,651293,2,2
./Datasets\FFHQ\surprised\14627.png,3,FFHQ,640,640,611817,1,2
./Datasets\FFHQ\surprised\14699.png,3,FFHQ,640,640,627737,1,1
./Datasets\FFHQ\surprised\14788.png,3,FFHQ,640,640,586016,2,2
./Datasets\FFHQ\surprised\14865.png,3,FFHQ,640,640,629066,2,2
./Datasets\FFHQ\surprised\15230.png,3,FFHQ,640,640,609001,1,2
./Datasets\FFHQ\surprised\15406.png,3,FFHQ,640,640,578249,3,2
./Datasets\FFHQ\surprised\15429.png,3,FFHQ,640,640,623850,3,2
./Datasets\FFHQ\surprised\15443.png,3,FFHQ,640,640,619566,2,2
./Datasets\FFHQ\surprised\15482.png,3,FFHQ,640,640,632568,3,2
./Datasets\FFHQ\surprised\15687.png,3,FFHQ,640,640,546634,1,1
./Datasets\FFHQ\surprised\15756.png,3,FFHQ,640,640,540581,1,1
./Datasets\FFHQ\surprised\16054.png,3,FFHQ,640,640,552247,1,2
./Datasets\FFHQ\surprised\16299.png,3,FFHQ,640,640,660764,3,2
./Datasets\FFHQ\surprised\16803.png,3,FFHQ,640,640,574563,1,1
./Datasets\FFHQ\surprised\17021.png,3,FFHQ,640,640,521303,1,1
./Datasets\FFHQ\surprised\17132.png,3,FFHQ,640,640,616228,1,2
./Datasets\FFHQ\surprised\17308.png,3,FFHQ,640,640,558936,2,2
./Datasets\FFHQ\surprised\17361.png,3,FFHQ,640,640,698334,3,2
./Datasets\FFHQ\surprised\17375.png,3,FFHQ,640,640,529884,2,2
./Datasets\FFHQ\surprised\17717.png,3,FFHQ,640,640,598418,3,2
./Datasets\FFHQ\surprised\17785.png,3,FFHQ,640,640,628734,1,2
./Datasets\FFHQ\surprised\18188.png,3,FFHQ,640,640,603564,3,2
./Datasets\FFHQ\surprised\18242.png,3,FFHQ,640,640,440606,1,1
./Datasets\FFHQ\surprised\28067.png,3,FFHQ,640,640,629472,1,1
./Datasets\FFHQ\surprised\33048.png,3,FFHQ,640,640,546275,3,2
./Datasets\FFHQ\surprised\33057.png,3,FFHQ,640,640,614635,1,1
./Datasets\FFHQ\surprised\33669.png,3,FFHQ,640,640,558038,1,1
./Datasets\FFHQ\surprised\34062.png,3,FFHQ,640,640,601044,2,2
./Datasets\FFHQ\surprised\34117.png,3,FFHQ,640,640,595987,1,1
./Datasets\FFHQ\surprised\35254.png,3,FFHQ,640,640,609170,2,2
./Datasets\FFHQ\surprised\36139.png,3,FFHQ,640,640,570132,1,1
./Datasets\FFHQ\surprised\37319.png,3,FFHQ,640,640,692991,1,2
./Datasets\FFHQ\surprised\38037.png,3,FFHQ,640,640,521508,1,1
./Datasets\FFHQ\surprised\38796.png,3,FFHQ,640,640,581997,1,2
./Datasets\FFHQ\surprised\38988.png,3,FFHQ,640,640,595393,1,2
./Datasets\FFHQ\surprised\38993.png,3,FFHQ,640,640,520347,1,2
./Datasets\FFHQ\surprised\39460.png,3,FFHQ,640,640,576600,2,1
./Datasets\FFHQ\surprised\39707.png,3,FFHQ,640,640,598224,2,2
./Datasets\FFHQ\surprised\42844.png,3,FFHQ,640,640,586373,1,2
./Datasets\FFHQ\surprised\58085.png,3,FFHQ,640,640,570635,1,1
./Datasets\FFHQ\surprised\58160.png,3,FFHQ,640,640,621084,2,2
./Datasets\FFHQ\surprised\58510.png,3,FFHQ,640,640,624705,1,1
./Datasets\FFHQ\surprised\58616.png,3,FFHQ,640,640,670412,3,2
./Datasets\FFHQ\surprised\58691.png,3,FFHQ,640,640,553435,2,2
./Datasets\FFHQ\surprised\58694.png,3,FFHQ,640,640,568610,2,2
./Datasets\FFHQ\surprised\58704.png,3,FFHQ,640,640,617595,2,2
./Datasets\FFHQ\surprised\58771.png,3,FFHQ,640,640,626969,2,1
./Datasets\FFHQ\surprised\58773.png,3,FFHQ,640,640,482513,3,2
./Datasets\FFHQ\surprised\58802.png,3,FFHQ,640,640,643786,2,2
./Datasets\FFHQ\surprised\58810.png,3,FFHQ,640,640,603004,3,1
./Datasets\FFHQ\surprised\58811.png,3,FFHQ,640,640,552921,2,2
./Datasets\FFHQ\surprised\58902.png,3,FFHQ,640,640,542399,1,2
./Datasets\FFHQ\surprised\58909.png,3,FFHQ,640,640,548504,2,2
./Datasets\FFHQ\surprised\58984.png,3,FFHQ,640,640,630540,3,2
./Datasets\FFHQ\surprised\59001.png,3,FFHQ,640,640,534270,3,1
./Datasets\FFHQ\surprised\59052.png,3,FFHQ,640,640,557901,1,1
./Datasets\FFHQ\surprised\59098.png,3,FFHQ,640,640,700495,2,1
./Datasets\FFHQ\surprised\59160.png,3,FFHQ,640,640,545251,2,1
./Datasets\FFHQ\surprised\59168.png,3,FFHQ,640,640,596000,2,2
./Datasets\FFHQ\surprised\59193.png,3,FFHQ,640,640,671195,3,1
./Datasets\FFHQ\surprised\59227.png,3,FFHQ,640,640,423707,2,1
./Datasets\FFHQ\surprised\59285.png,3,FFHQ,640,640,474460,2,2
./Datasets\FFHQ\surprised\59295.png,3,FFHQ,640,640,610061,3,2
./Datasets\FFHQ\surprised\59472.png,3,FFHQ,640,640,570972,2,2
./Datasets\FFHQ\surprised\59484.png,3,FFHQ,640,640,433013,2,2
./Datasets\FFHQ\surprised\59555.png,3,FFHQ,640,640,584024,1,1
./Datasets\FFHQ\surprised\59563.png,3,FFHQ,640,640,592327,1,1
./Datasets\FFHQ\surprised\59704.png,3,FFHQ,640,640,516912,3,2
./Datasets\FFHQ\surprised\59739.png,3,FFHQ,640,640,549599,2,1
./Datasets\FFHQ\surprised\59779.png,3,FFHQ,640,640,507246,2,1
./Datasets\FFHQ\surprised\59792.png,3,FFHQ,640,640,629198,1,1
./Datasets\FFHQ\surprised\59794.png,3,FFHQ,640,640,635345,1,2
./Datasets\FFHQ\surprised\59865.png,3,FFHQ,640,640,458443,2,2
./Datasets\FFHQ\surprised\59912.png,3,FFHQ,640,640,476183,3,2
./Datasets\FFHQ\surprised\59930.png,3,FFHQ,640,640,554841,3,2
./Datasets\FFHQ\surprised\59953.png,3,FFHQ,640,640,508333,1,2
./Datasets\FFHQ\surprised\59991.png,3,FFHQ,640,640,623521,1,2
./Datasets\FFHQ\surprised\59992.png,3,FFHQ,640,640,594630,2,2
./Datasets\FFHQ\surprised\59993.png,3,FFHQ,640,640,679695,3,2
./Datasets\FFHQ\surprised\60010.png,3,FFHQ,640,640,553218,2,2
./Datasets\FFHQ\surprised\60071.png,3,FFHQ,640,640,604484,2,1
./Datasets\FFHQ\surprised\60114.png,3,FFHQ,640,640,601964,2,1
./Datasets\FFHQ\surprised\60150.png,3,FFHQ,640,640,549316,2,2
./Datasets\FFHQ\surprised\60186.png,3,FFHQ,640,640,532832,1,1
./Datasets\FFHQ\surprised\60298.png,3,FFHQ,640,640,410552,2,2
./Datasets\FFHQ\surprised\60310.png,3,FFHQ,640,640,636176,2,1
./Datasets\FFHQ\surprised\60659.png,3,FFHQ,640,640,560090,2,1
./Datasets\FFHQ\surprised\60661.png,3,FFHQ,640,640,716111,2,2
./Datasets\FFHQ\surprised\60737.png,3,FFHQ,640,640,556812,1,1
./Datasets\FFHQ\surprised\60738.png,3,FFHQ,640,640,619899,1,1
./Datasets\FFHQ\surprised\60749.png,3,FFHQ,640,640,617410,1,1
./Datasets\FFHQ\surprised\60784.png,3,FFHQ,640,640,619016,2,1
./Datasets\FFHQ\surprised\60863.png,3,FFHQ,640,640,565452,2,2
./Datasets\FFHQ\surprised\60891.png,3,FFHQ,640,640,560048,2,2
./Datasets\FFHQ\surprised\60954.png,3,FFHQ,640,640,615098,1,2
./Datasets\FFHQ\surprised\60968.png,3,FFHQ,640,640,515770,1,1
./Datasets\FFHQ\surprised\61000.png,3,FFHQ,640,640,629286,2,2
./Datasets\FFHQ\surprised\61158.png,3,FFHQ,640,640,507299,2,2
./Datasets\FFHQ\surprised\61274.png,3,FFHQ,640,640,541949,3,1
./Datasets\FFHQ\surprised\61280.png,3,FFHQ,640,640,598131,1,1
./Datasets\FFHQ\surprised\61301.png,3,FFHQ,640,640,589465,2,2
./Datasets\FFHQ\surprised\61372.png,3,FFHQ,640,640,483545,2,2
./Datasets\FFHQ\surprised\61435.png,3,FFHQ,640,640,623989,3,2
./Datasets\FFHQ\surprised\61463.png,3,FFHQ,640,640,611784,3,2
./Datasets\FFHQ\surprised\61540.png,3,FFHQ,640,640,603117,3,1
./Datasets\FFHQ\surprised\61556.png,3,FFHQ,640,640,645129,2,1
./Datasets\FFHQ\surprised\61593.png,3,FFHQ,640,640,605830,1,1
./Datasets\FFHQ\surprised\61634.png,3,FFHQ,640,640,533514,1,2
./Datasets\FFHQ\surprised\61755.png,3,FFHQ,640,640,558839,3,2
./Datasets\FFHQ\surprised\61790.png,3,FFHQ,640,640,521509,2,2
./Datasets\FFHQ\surprised\61801.png,3,FFHQ,640,640,600229,1,1
./Datasets\FFHQ\surprised\61838.png,3,FFHQ,640,640,547705,1,1
./Datasets\FFHQ\surprised\61855.png,3,FFHQ,640,640,585683,1,2
./Datasets\FFHQ\surprised\61911.png,3,FFHQ,640,640,589303,2,2
./Datasets\FFHQ\surprised\61940.png,3,FFHQ,640,640,378506,2,2
./Datasets\FFHQ\surprised\61955.png,3,FFHQ,640,640,632272,1,2
./Datasets\FFHQ\surprised\62062.png,3,FFHQ,640,640,651326,1,1
./Datasets\FFHQ\surprised\62104.png,3,FFHQ,640,640,592143,1,1
./Datasets\FFHQ\surprised\62281.png,3,FFHQ,640,640,555977,2,2
./Datasets\FFHQ\surprised\62363.png,3,FFHQ,640,640,650061,1,1
./Datasets\FFHQ\surprised\62413.png,3,FFHQ,640,640,504131,1,1
./Datasets\FFHQ\surprised\62457.png,3,FFHQ,640,640,578560,1,2
./Datasets\FFHQ\surprised\62523.png,3,FFHQ,640,640,626695,2,2
./Datasets\FFHQ\surprised\62539.png,3,FFHQ,640,640,674172,1,2
./Datasets\FFHQ\surprised\62565.png,3,FFHQ,640,640,710636,1,2
./Datasets\FFHQ\surprised\62832.png,3,FFHQ,640,640,675120,1,2
./Datasets\FFHQ\surprised\62848.png,3,FFHQ,640,640,424697,2,2
./Datasets\FFHQ\surprised\62865.png,3,FFHQ,640,640,608740,2,2
./Datasets\FFHQ\surprised\62879.png,3,FFHQ,640,640,555635,3,1
./Datasets\FFHQ\surprised\62888.png,3,FFHQ,640,640,613159,2,1
./Datasets\FFHQ\surprised\62912.png,3,FFHQ,640,640,592032,3,2
./Datasets\FFHQ\surprised\62932.png,3,FFHQ,640,640,646755,2,2
./Datasets\FFHQ\surprised\62964.png,3,FFHQ,640,640,583970,1,1
./Datasets\FFHQ\surprised\63037.png,3,FFHQ,640,640,539425,2,2
./Datasets\FFHQ\surprised\63038.png,3,FFHQ,640,640,615815,2,2
./Datasets\FFHQ\surprised\63039.png,3,FFHQ,640,640,601881,2,1
./Datasets\FFHQ\surprised\63040.png,3,FFHQ,640,640,552781,2,1
./Datasets\FFHQ\surprised\63089.png,3,FFHQ,640,640,607062,2,1
./Datasets\FFHQ\surprised\63097.png,3,FFHQ,640,640,570606,3,2
./Datasets\FFHQ\surprised\63106.png,3,FFHQ,640,640,637553,2,1
./Datasets\FFHQ\surprised\63107.png,3,FFHQ,640,640,603683,3,1
./Datasets\FFHQ\surprised\63278.png,3,FFHQ,640,640,614011,2,1
./Datasets\FFHQ\surprised\63279.png,3,FFHQ,640,640,603177,2,2
./Datasets\FFHQ\surprised\63292.png,3,FFHQ,640,640,518340,2,2
./Datasets\FFHQ\surprised\63305.png,3,FFHQ,640,640,542924,2,2
./Datasets\FFHQ\surprised\63352.png,3,FFHQ,640,640,579284,3,1
./Datasets\FFHQ\surprised\63448.png,3,FFHQ,640,640,559806,2,2
./Datasets\FFHQ\surprised\63474.png,3,FFHQ,640,640,554945,2,2
./Datasets\FFHQ\surprised\63578.png,3,FFHQ,640,640,698052,2,2
./Datasets\FFHQ\surprised\63587.png,3,FFHQ,640,640,575144,2,2
./Datasets\FFHQ\surprised\63648.png,3,FFHQ,640,640,538822,2,2
./Datasets\FFHQ\surprised\63662.png,3,FFHQ,640,640,506636,2,1
./Datasets\FFHQ\surprised\63689.png,3,FFHQ,640,640,521579,2,2
./Datasets\FFHQ\surprised\63707.png,3,FFHQ,640,640,633834,2,2
./Datasets\FFHQ\surprised\63719.png,3,FFHQ,640,640,647420,2,2
./Datasets\FFHQ\surprised\63785.png,3,FFHQ,640,640,581105,2,2
./Datasets\FFHQ\surprised\63835.png,3,FFHQ,640,640,382357,2,2
./Datasets\FFHQ\surprised\63844.png,3,FFHQ,640,640,416249,2,2
./Datasets\FFHQ\surprised\63888.png,3,FFHQ,640,640,590266,2,1
./Datasets\FFHQ\surprised\63891.png,3,FFHQ,640,640,610664,3,1
./Datasets\FFHQ\surprised\63892.png,3,FFHQ,640,640,605698,1,1
./Datasets\FFHQ\surprised\63899.png,3,FFHQ,640,640,638900,1,2
./Datasets\FFHQ\surprised\63903.png,3,FFHQ,640,640,507132,3,2
./Datasets\FFHQ\surprised\63904.png,3,FFHQ,640,640,595346,2,2
./Datasets\FFHQ\surprised\63905.png,3,FFHQ,640,640,596428,3,2
